Text,Label
የድስፕሊን ጥፋት አይነቶች,2
በሚኖርበት ማህበረ ሰብ ተቀባይነት ያለው ፣,2
በመንግስትና ህዝብ የተሰጠህን ሃላፊነትና ትጥቅ ለህገ-ወጥ ተግባር ፣ ለቤተሰብ ወይም ለሌላ የግል ጥቅም ማዋል ፣,2
"Program details and placement instructions will be released on July 27, 2026.",2
በሊዝ ደንብ በሚተዳደሩ ከተሞች በሊዝ የተያዙ ቦታዎች የኪራይ ኣፈፃፀም እንደየ ኣገልግሎት ኣይነት እንደሚከተለው ይሆናል ፣ -,2
የምልሽያ ማንነት መለያ ወይም መታወቂያ የመያዝ ግዴታ አለመፈፀም,2
የሚልሽያ መተዳደርያ ደንብ መሰረት ያደረገ ስልጠና ይሰጣል ፣,2
በዝሃ ሂወት ማለት በደን ውስጥ ወይም በደን መሬት ላይ የእፅዋት ፣ የእንስሳትና የጥቃቅን ህዋሳት ዘረ-መሎችና ዝርያዎች ክምችና ስብጥር በተደጋጋፊነት እና በኣንድነት የሚገኙበትን ስርኣተ ምህዳር የሚያጠቃልል ነው ፣,2
"በመንግስት የሚመደብ ተጨማሪ በጀት ብር 9,293,151.00 ( ዘጠኝ ሚልዮን ሁለት መቶ ዘጠና ሰወስት ሺ ኣንድ መቶ ኣምሳ ኣንድ ብር ) ነው ።",2
በዚህ ደንብ መሰረት በምልሽያ አባሎች ላይ የድስፕሊን ከባድ ጥፋት ተጠያቂነት የሚያስከትሉት የሚከተሉት ተግባሮች ናቸው,2
ልዩ የጀግንነት ስራ የፈፀሙ የሚልሽያ አባላት የማበረታቻ ሽልማት ያገኛሉ ፣ ኣፈፃፀሙ በመመርያ ይወሰናል ፣,2
ማንኛውም የምልሽያ ኣባል በአካባቢው የሚካሃዱጥበቃዎች የምልሽያ ሃላፊ በሚያወጣው የጥበቃ ፕሮግራም መሰረት የመጠበቅ ግዴታ አለው ፣,2
የሊዝ መብትን ማስተላለፍና በዋሰትና ማስያዝ,2
ይህ ደንብ ለማስፈፀም የከተማ መስተዳደሮች ከፍተኛ ሃላፊነት ኣለባቸው ፣,2
የትግራይ ብሄራዊ ክልላዊ ምክር ቤት ተሻሽሎ በወጣው የትግራይ ብሄራዊ ክልል መንግስት ህገ-መንግሥት ኣንቀጽ 49 ( 3 ) ( ሀ ) መሰረት ይህንን አዋጅ ኣውጥቷል,2
የገቢ ኣጠቃቀም,2
የዲስፕሊን ኮሚቴ ኣባሎች,2
ከተሞች ኣቅማቸውና እቅዳቸው ባገናዘበ መልኩ ለተለያዩ ኣገልግሎቶች የሚውል የቦታ መጠን ለሚቀጥለው በጀት ኣመት ማዘጋጀት ይኖርባቸዋል ፣,2
ተቆጣጣሪ ባለስልጣን,2
ሆኖም በባለቤት ኣብዮቱታ ሲቀርብ በቢሮው ይወሰናል ፣,2
የተጠቃለለ ፈንድ,2
ደንብ የሚፀናበት ጊዜ ይህ ደንብ በትግራይ ክልል ነጋሪት ጋዜጣ ታትሞ ከወጣበት ጊዜ ጀምሮ የፀና ይሆናል ።,2
የመንግስት በጀት በእቅድ ላይ የተመሰረተ መሆን ኣለበት ፣,2
በክልሉ መንግሥት መሥሪያ ቤት ተቀባይነት ሊኖረው የሚችል እና በቢሮው የፀደቀ ሌላ ተመሣሣይ ዋሰትና ነው ።,2
አፈ ጉባኤው አስፈላጊ ነው ብሎ ባመነበት ጊዜ የፅሕፈት ቤቱ የሂሳብ መዛግብትና ሰነዶች በከፊልም ሆነ በሙሉ በዋናው ኦዲተር ጽሕፈት ቤት እንዲመረመሩ ሊያደርግ ይችላል,2
ለህዝብ ጥቅም ተብሎ የሚወሰድ ቦታ ለመሬት ባለይዞታው የሚገባው ካሳ በቅድሚያ ተገምቶ ይከፈለዋል ፣,2
ለምክር ቤቱ ኣባላትና ተጋባዥ እንግዶች አስፈላጊ አገልግሎት እንዲያገኙ ያደርጋል,2
ማንኛውም የሚልሻ ኣባል የሚከተሉት ግዴታዎች አሉት,2
ቀደም ብሎ ስራ ላይ የነበረ የትራፊክ መቆጣጣሪያ ደንብ ኣሁን ካለው የቴክኖሎጂ ሁኔታና ጊዜ የማይሄድና በይዞታውም ኣራሚና ኣስተማሪ ባለመሆኑ ፣,2
ማናቸውም የካፒታል ወጪ በፊሲካል ማእቀፍ ውስጥ ለየክፍለ ኢኮኖሚው ከተመለከተው ጣሪያ በላይ ሊሆን ኣይችልም ፣,2
ስለ ጉባኤው,2
ኢንተርፕራይዙ ቦርድ ባፀደቀው የፋይናንስ ኣስተዳደር ማንዋል መሰረት ሃብቱን ያስተዳድራል ፣,2
የከተሞች ልማታዊ ሴፍቲኔት ፣ የኑሮ ማሻሻያ እና የጥቃቅንና አነስተኛ ኢንተርፕራይዞች ልማት የድጋፍ ማዕቀፎች ይቀርፃል ያስተባብራል አፈፃፀሙን ይከታተላል,2
ተበዳሪዉ የወሰደዉን ብድር በጊዜዉ ካልመለሰ ዋስትና ከሰጠው የአስተዳዳር አካል በጀት ተቀንሶ ወደ ተዘዋዋሪ ፈንድ ገቢ ይሆናል,2
ዝርዝር ኣፈፃፀሙ በመመሪያ ይወሰናል ፣,2
ፕሮሰስ ካውንስል ማለት በአፈ-ጉባኤ የሚመራ ምክትል አፈ-ጉባኤ ጽህፈት ቤት ሃላፊ የስራ ሂደት ባለቤቶች እና ኣማካሪዎች ያጠቃለለ ኣመራር ማለት ነው,2
አዲስ አበባ ዩኒቨርሲቲ,2
ዓመታዊ የምርመራ ተለጣፊ ምልክት ማለት አንድ ተሽከርካሪ በመንገድ ላይ ለመንቀሳቀስ የቴክኒክ ብቃትና ምቾት ያለው መሆኑን ለማረጋገጥ የሚሰጥና ለአንድ ዓመት የሚፀና ተለጣፊ ምልክት ነው ፣,2
ተልእኮውን በመፈፀም ላይ እያለ ለደረሰበት ጉዳት ወይም ህመም አስፈላጊውን የህክምና ወጪ ባሰማራው አካል የሚሸፈን ይሆናል ፣,2
በመስሪያቤቱ በሰው ሃይል ኣስተዳደር የተሰጠው ውሳኔ ቅር የተሰኘው ሰራተኛ በ5 የስራ ቀናት ውስጥ የቅሬታው መነሻና የሚፈልገውን መፍትሄ በመግለፅ ቅሬታውን በፅሑፍ ለመስሪያቤቱ ያቀርባል ፣,2
በ39 ዲግሪና 30 ደቂቃ 39ዲግሪና 45 ደቂቃ መካከል ምስራቅ ሎግቲድ ።,2
የነዳጅ ማደያ ድርጅት ወይም ጋራዥ ያገለገለ ፈሳሽ ዘይትና ቆሻሻ አጠራቅሞ በአግባቡ መያዣና የማስወገድ ሓላፊነት አለው ።,2
ከሦስተኛ ወገኖች ጋር በሚደረጉ ግንኙነቶች ኤጀንሲውን ይወክላል,2
ኣንድ ሰራተኛ ከስራ ሲታገድ የታገደበት ምክንያት በፅሑፍ ይገለፅለታል የሰራተኛው ኣድራሻ ባለመታወቁ ወይም በሌላ ምክንያት የማገጃ ትእዛዙን ለሰራተኛው ለራሱ መሰጠት ካልተቻለ ትእዛዙ በመስሪያቤቱ የማስታወቅያ ሰሌዳ ላይ ተለጥፎ ለኣምስት ተከታታይ የስራ ቀናት እንዲቆይ ይደረጋል ፣,2
በህጋዊ መንገድ ባለቤት የሆኑበት መሆኑን ማስረጃ ሊቀርብበት የሚችል ይዞታ ፣,2
በመሬቱ ላይ ላሰፈረው ንብረት በካህሳ ህጎች ድንጋጌ መሰረት ተመጣጣኝ ካሳ ይከፈላል ፣,2
በትምህርት ሚኒስቴር እና ስቴምፓወር በጋራ የተቋቋመ ዲጂታል የመፈብረኪያ ቤተ-ሙከራ በይፋ ስራ ጀመረ።,2
ይህ ደንብ በማስፈፀም የሚጋጥሙ ችግሮች ለመፍታትና ደንቡ እንደኣስፈላጊነቱ ለማሻ ሻል የመሬት ልማትና ማስረጃ መስጠት ዋና ስራ ሂደት ትልቅ ሃላፊነት ሆኖ በተሸጋሪነት የሚሰሩ ስራዎች ደግሞ የስምምነት ሰነድ በመፈራረምና የጋራ መድረክ በመፈጠር መፍትሄዎችን ማስቀመጥ ይቻለል ።,2
ከስምሪት ስራ ጋር በተያያዘ በፈፀመው ተግባርምክንያት በሶስተኛ ወገን ለሚቀርብበት ክስባሰማራው አካል ወጪ የጥብቅና አገልግሎትያገኛል ፣,2
ውድ ተማሪዎች፡- ስለዚህ በዚህ ምዕራፍ የሴቶችን ኢኮኖሚያዊ ተሳትፎን ማሳደግና የሚያመጣውን ዘርፈ ብዙ ፋይዳ በተመለከተ እንማራለን፡፡,2
በወረዳ ወይም ከተማ የሲቪል ሰርቪስ ፅሕፈት ቤት ኣብዮቱታ ሰሚ ውሳኔ የተሰጠው ሰራተኛ በውሳኔው ካልረካ ወደ ክልል ኣቤቱታ ለማቅረብ የሚያስችሉ ተብለው በሕግ የተቀመጡ ጉዳዮች ከሆኑ በወረዳ ወይም በከተማ የሲቪል ሰርቪስ ፅሕፈት ቤት ኣብዮቱታ ሰሚ የተሰጠ ውሳኔ ግልባጭ በመያዝ ከኣቅሙ በላይ በሆነ በተለያየ ምክንያት በስራው ባለመኖሩ ኣቤቱታው ሊያቀርብ ያልቻለ ሰራተኛ ወደ ስራው ከተመለሰበት ቀን ጀምሮ በኣስር ተከታታይ የስራ ቀናት ውሰጥ ወደ የሲቪል ሰርቪስ ቢሮ ኣቤቱታውን ያቀርባል ፣,2
መለያ ቁጥር ማለት አንድ ተሽከርካሪ ድህንነነቱና ምቾቱ በምርመራ ተረጋግጦ ኣገባብነት ባለው አካል ሲመዘገብ የሚሰጠው የቁጥሮች ፣ የፊደሎችና የምልክቾች ጣምራ ነው ፣,2
በጀት,2
የምልሻ አሰራር ፣ ስምሪትናቁጥጥር በመተዳደርያ ደንቡ በዝርዝር ማስቀመጥ አስፈላጊ ሆኖ በመገኘቱ ፣ የምልሻ ኣባላት መተዳደርያ ደንብ አዲስ ከተቀረፀው መሰረታዊ የስራ ሂደት ለውጥ ተስማምቶ ውጤት ያለው በሙሉነት የሚያሰራ ሆኖ እንዲወጣ ኣስፈላጊ ሆኖ በመገኘቱ ፣,2
በመንግስት ፋይናንስ አስተዳደር ረገድ የመንግስት መስሪያ ቤትን አቅም የመገንባት ተግባር ያከናውናል ፣,2
ለክልሉ ፕላንና ፋይናንስ ቢሮ የሚከፈል ፣ እና,2
ክፍያ እና ወጪ የመንግሥት ገንዘብ ክፍያ ሊፈጸም ወይም ወጪ ሊደረግ የሚችለው የተፈቀደ በጀት ሲኖር ብቻ ነው ።,2
የንፅህና አገልግሎት ማለት የከተማ አስተዳደር ወይም ማዘጋጃ ቤት በሚያወጣው መለኪያ መመዘኛ መሰረት ቆሻሻ ለማስወገድ ወይም መልሶ ጥቅም ላይ እንዲውል የሚሰጥ አገልግሎት ነው ፣,2
የመንገድ ፣ የህንፃና ሌሎች ማንኛውም የሲቪል ስራዎች ጥናት ዲዛይንና የቁጥጥር ስራዎች ኣገልግሎት ይሰጣል ፣,2
በጦርነት አውድማ ከተሰጠው ተልእኮ ወይም ግዳጅ መሸሽ ወይም ማፈግፈግ ፣,2
አራዳ ክፍለ ከተማ የሚገኘው የዳግማዊ ሚኒሊክ 2ኛ ደረጃ ትምህርት ቤት ከመደበኛው የመማር ማስተማር ስራ ባሻገር በከተማ ግብርና ስራ ውጤታማ በመሆን ላይ እንደሚገኝ ተገልጿል።,2
የኤጀንሲው ተጠሪነት ለትግራይ ብሄራዊ ክልላዊ መንግስት የከተማ ልምዓት ፣ ንግድ እና ኢንዱስትሪ ቢሮ ይሆናል,2
የሚያመለክተው ኣካል ማመልከቻ ካቀረበበት ጊዜ ጀምሮ ባለው ኣንድ ኣመት ውስጠ መልስ መስጠት ኣለበት ።,2
የከተማ ልማት ኢንዳስትርና ንግድ,2
የመንግሥት መሥሪያ ቤቶች የበላይ ኃላፊዎች በቢሮው በሚተላለፍ መመሪያ መሠረት መንግሥት በበጀት ላይ በማእከላዊነት ቁጥጥር ማድረግ የሚያስችለውን መረጃ መስጠት ኣለባቸው ።,2
በሊዝ ደምብ ከሚተዳደሩ ከተሞች ውጭ በሊዝ ስርዓት ለመተዳደር በኣንቀጽ 3 / 2 / / ሰ / መሰረት ተቀባይነት ያገኘ ባለቤትነት ፣ ዋጋ ፣ የሊዝ ዘመን ፣ የመክፈያ ጊዜና መጠን ቀዳም ብሎ ወደ ሊዝ ስርዓት የገባ በኣቅራብያው የሚገኙ ከተማ ይሆናል ።,2
መልስ ሰጭው መስሪያቤት ለቀረበለት ይግባኝ የሚሰጠው መልስ በሚመለከተው በቢሮ ስራ መሪ ወይም በመስሪያቤቱ ሃላፊ ወይም ውክልና በተሰጠው ሰው መፈረምና የሚከተሉትን መያዝ ኣለበት ።,2
በኣንቀጽ 20 ንኡስ ኣንቀፅ 1 መሰረት የሚቀርቡ ይግባኞችን መርምሮ በኣንቀፅ 20 ንኡስ ኣንቀፅ 2 መሰረት የሚሰጡ ውሳኔዎች እንደየኣግባቡ የማፅናት ፣ የመሻር ወይም የማሻሻልና ሌሎች ኣስፈላጊ ትእዛዞችን የመስጠት ስልጣን የሚኖረው የከተማ ቦታ ማስለቀቅ ጉዳይ ይግባኝ ሰሚ ጉባኤ ከንቲባ ኮሚቴ ተቋቁም በምክር ቤት እንዲፀድቅ ይደረጋል ።,2
በጀትን ማፅደቅና ማሳወቅ,2
የተከሳሽ የመጨረሻ ሓሳብ የዲስፕሊን ቡዱኑ ምርመራውን ማጣራት ከማጠናቀቁ በፊት ተከሳሽ የመጨረሻ ሓሳቡን እንዲሰጥ እድል ይሰጠዋል ።,2
ማንኛውም የመንግስት ሰራተኛ በዚህ ደንብ ዓንቀፅ,2
የተከራካሪ ወገኖች መቅረብ,2
ይግባኝን ስለመመዝገብ,2
ያለ ፍቀድ በሚካሄዱ ሰላማዊ ሰልፍ ፣ ህዝባዊና ሰሃይማኖታዊ ክብረ በአሎች ትጥቅ ወይም መሳርያ እዞ መግባት ፣,2
የፋይናንስ አስተዳደር ግልፅነትና ተጠያቂነት እንዲኖረው የነበረው አዋጅ አሁን ካለው እድገት አብሮ ሊሄድ ስላልቻለ በአዋጁ ለውጥ ማድረግ አስፈላጊ በመሆኑ ፣,2
በአፈና አገዛዝ ውስጥ ሆኖ የብሔር መብትን ዓብዩ ጥያቄ አድርጎ ማንጠልጠል,2
በዚህ ደንብ ኣንቀፅ 8 / 8.1 / የተቀመጡ መብቶች ኣፈፃፀማቸው በሚመለከታቸው ኣካላት በሚወጣው መመሪያ ይወሰናል ።,2
ኮንስራክሽን ማለት ብሕጋዊ መንገድ በተሰጠው ቦታ ላይ የሚደረግ የግንባታ ስራ ነው ፣,2
ይህ ደንብ ስራ ላይ ከመዋሉ በፊት በነበረው ደንብ ተይዘው የነበሩ ጉዳዮች በነበረው ደንብ እንዲያልቁ ያደርጋል ።,2
የድስፕሊን ቀላል ጥፋት,2
ሆኖም ሰራተኛው በዚህ በደንብ ኣንቀፅ 37 መሰረት ይግባይኝ ያቀረበ እንደሆነ የይግባኙ ላይ ውሳኔ እስከሚሰጠው ድረስ ኣፈፃፀሙ ታገዶ ይቆያል ፣,2
የኤጀንሲው ሥልጣንና ተግባር,2
ዝውውሩ የሚፈፀምበትን ሁኔታ የሚወስን መመሪያ ያወጣል ።,2
የከተማ ቦታዎች ለተጠቃሚዎች በሚሰጡት ኣገልግሎት የሊዝ መነሻ ዋጋ መወሰን እንዲያመች የሚከተሉትን የቦታ ደረጃዎች ተሰጥቷቸዋል ፣ -,2
ዕቃና የኣገልግሎት ዋጋ,2
በዚህ አዋጅ ዓንቀፅ 8 የተመለከተውን የጽሕፈት ቤቱን ስልጣንና ተግባ ስራ ላይ ያውላል,2
በክልል መስሪያቤት በሁለት የስራ ሂደት መካከል ለሚፈፀም የስራ ግድፈት የዋና ኣስተባባሪ እና ደጋፊ የስራ ሂደት ሚና,2
ስንብት የሚጠይቅ ምልሽያ ጥያቄውን ካቀረበበት ቀን ጀምሮ ከ10 ቀናት ባልበለጠ ጊዜ ውስጥ የስንብት ውሳኔ ይሰጠዋል ፣ በ10 ቀናት ውስጥ ውሳኔ ካላገኘ ከሱ በላይ ላለው አካል አቤቱታ ያቀርባል ።,2
የዕቃና የኣገልግሎት ክፍያዎችን ልክ የመወሰኛ መመዘኛዎች የመንግሥት መሥሪያ ቤቶች የዕቃና የኣገልግሎት ዋጋ ልክ በሚወስኑበት ጊዜ የሚከተሉትን ከግምት ውስጥ ማስገባት ኣለባቸው ።,2
ይህ አዋጅ ውሉ ከተፈፀመበት ቀን ጀምሮ የፀና ይሆናል ።,2
የተፈፃሚነት ወሰን,2
ህብረተሰቡ ስለመንግስት በጀት አስተዳደርና አፈፃፀም ግንዛቤ እንዲያገኝ ያደርጋል ፣,2
በተበታተነ ይሰራ የነበረ የጥናት ዲዛይንና ቁጥጥር የውሃ ስራዎች በኣንድ ማእከል በተጠናከረና በተቀናጀ ኣገባብ ውጤታማ ስራ ኣንዲሰራ ለማድረግ ፣,2
የመሸጋገርያ ድንጋጊ,2
የምክር ቤቱ ስራዎች ለማከናወን የሚረዱ በምክር ቤቱ አመራር እና በፕሮሰስ ካውንስል የሚሰጡ ሌሎች ተግባራት ይፈፀማል ያስተባብራል,2
ቅሬታው እንዲሰማለት የሚፈልግ የመንግስት ሰራተኛ የቅሬታ ማመልከቻውን መጀመሪያ ለስራ ሂደቱ ያቀርባል ፣,2
የዲስፕሊን ቡድኑ በተመረጠበት ጊዜ ስራውን እንዲጀምር ይደረጋል ፣,2
ከባቢያቸው ንፅህና የሚያሰጡ ወገኖች በህግ እንዲታረሙ ማድረግ አስፈላጊ በመሆኑ ፣,2
ተጨማሪ የኮሮናቫይረስ ምልክቶችን ይፋ ሆኑ,2
ለግል መኖርያ የሚሰጥ ቦታ ስፋት,2
በጎማ የንግድ ስራዎች የተሰማሩ የንግድ ድርጅቶች ያረጁ ጎማዎች ወደዚህ ክልል እንዲያስገቡ ፣ እንዲሸጡ እንዲለወጡ አይፈቀደም ፣,2
የምክትል ዳይሬክተር ስልጣንና ተግባር,2
የስልጠና ፈንድ ቦርድ ኣባላት ፣,2
ከዚህ ውስጥ,2
በእሳት የመጫወት ስህተት የ‹‹ብሔር-ተኝነት›› ደራሲ ብርሃኑ ሌንጂሶ፣ ከመጽሐፉ እንደምንረዳው፣ አገሩን ኢትዮጵያን የሚወድ በኢትዮጵያነቱም የሚኮራ፣ ለብሔሩ የሚቆረቆር፣ ከዚህ ሁሉ በተጨማሪ የብልፅግና ፓርቲን የ‹‹መደመር›› አተያይ የሚደግፍ ሰው ነው፡፡ እንደዚያም ሆኖ የአስተሳሰብ ጥራት ማግኘትን በማይጠቅም፣ እንዲያውም በሚያደናቅፍ ብዙ አገባብ ‹‹ብሔርተኝነት›› የተሰኘውን ስያሜ ይጠቀምበታል፡፡ ‹‹ብሔርተኝነት››ን ለኢትዮጵያም ለዓለምም መመልከቻነት አውሎት፣ በቅድመ ክርስትና ዘመን ‹‹ሆነ›› የሚባለውን የንግሥተ ሳባ ትርክት ሁሉ ከብሔርተኛነት ጋር ያያይዘዋል፡፡ በጥቅሉ ለመናገር፣ ንጉሠ ነገሥታዊ ብሔርተኝነት፣ ወግ አጥባቂ ብሔርተኝነት፣ ሊብራል ብሔርተኝነት፣ ሲቪክ ብሔርተኝነት፣ ማኅበረሰባዊ ብሔርተኝነት፣ ኅብረ ብሔራዊ ብሔርተኝነት፣ ኢትዮጵያዊ ብሔርተኝነት፣ ተስፋፊ ብሔርተኝነት፣ አግላይ ብሔርተኝነት፣ የሃይማኖት ብሔርተኝነት፣ ፀረ ቴክኖሎጂ ብሔርተኝነት፣ ዘመናዊ ብሔርተኝነት… ሁሉ የሚላቸው ነገሮች አሉት፡፡ የተጠቃቀሱትን ብዙዎቹን ስያሜዎች በመጽሐፉ ውስጥ ያመጣቸውም በእንግሊዘኛ ጽሑፎች ውስጥ ለ‹‹…ናሽናሊዝም›› ቅፅል እየሆኑ የተቀመጡ ሐረጎችን በቁማቸው እየተረጎመ ነው፡፡,2
የቅሬታ ማመልከቻ,2
ኣቤቱታ ሰሚ የስራ ሂደት ለትክክልኛ ወሳኔ ኣሰጣጥ የሚረዳ ሆኖ ሲያገኘው ውሳኔ ከመሰጠቱ በፊት በማናቸውም ጊዜ የይግባኝ ማመልከቻው ወይም መልስ እንዲሻሻል ሊፈቅድ ይችላል ፣,2
ለህዝብ በሚቀርቡ ጥሪዎች ከህዝቡ እኩል ተሳትፎ በመሆን ይፈፅማል ፣,2
በገንዘብ ያዦች እጅ ስለሚቀመጥ የመንግስት ገንዘብ ደህንነት የቢሮ ኃላፊው በገንዘብ ያዦች እጅ የሚቀመጠው የመንግስት ገንዘብ በተለያየ ምክንያት በሚጠፋበት ግዜ ገንዘቡን ለመተካት የሚያስችል የመድን ዋስትና የሚገባበትን ስርዓት ያመቻቻል ።,2
በኣዋጅ ኣንቀፅ 69 እንዳለ ሆኖ ሰራተኛው ከስራ የሚታገድበት ምኽንያት ።,2
የፋብሪካ እና የኢንዱስትሪ ባለቤቶች እንደምርቱ ዓይነትና መጠን ከሱ የሚወጣ ፈሳሽ ቆሻሻ አጣርቶ ወደ ተፈቀደለት ቦታ ይለቃል ፣,2
የውሳኔ ኣሰጣጥና ቅሬታን መመርመር,2
ተጠሪነት,2
መስቀለኛ ጥያቄ የሚቀርብበት ምስክሩ የሚሰጠው ትክክለኛ ያለሆነ የምስክርነት ቃል ካለ እሱን በግልፅ ለዲስፕሊን ቡዱኑ ለማሳየት ነው ።,2
ለግል መኖሪያ ፣ ለኪራይ መኖሪያ ፣ ለሪልስቴት ፣ ለትምህርት ፣ ለሳይንስና ቴክኖሎጂ ፣ ለባህል ፣ ለጤናና ስፖርት ፣ ለጥናትና ምርምር ፣ ኣትራፊ ላልሆኑ የበጎ ኣድራጎት ተቋም የሚውል ቦታ 99 ዓመት ይሆናል ፣,2
በገቢው መጠቀም እንዲችል የተፈቀደለት የመንግሥት መሥሪያ ቤት ቢኖር ፣ የዚህ ዓይነቱ ገቢ ለመሥሪያ ቤቱ በተፈቀደው ገቢ እንዲሁም የወጪ በጀት ድምር ውስጥ መጠቃለል ይኖርበታል ።,2
ከተሞች በቆሻሻ አያያዝና አወጋገድ ኢንቨስትመንት እንዲስፋፋ ምቹ ሁኔታ ይፈጥራል ።,2
ሲለቅ ደግሞ ወጪና መቀጨ ተቀንሶ ቀሪው የሊዝ ክፍያ ይመለስለታል ።,2
የክስ መልስ ተከሳሹ ወይም ሕጋዊ ወኪሉ የፈረመለት ሆኖ ።,2
የትግራይ ክልል ምክር ቤት ጽሕፈት ቤት ከዚህ ብሃላ ጽሕፈት ቤት ተብሎ የሚጠራና ሕጋዊ ሰውነት ያለው አካል በዚህ አዋጅ ተቋቁሟል,2
የእጅ መሳሪያዎችን ሲጠቀሙ ትክክለኛ ጥንቃቄዎችን ማረጋገጥ;,2
የይግባኝ ኣቤቱታ ወጪዎች,2
ተከሳሽ የቀረበለትን ክስ በፅሑፍ ወይም በቃል እንዲያውቀው ተደርጎ መልሱ ይዞ ይቀርባል ፣,2
የሚመለከታቸውን አካላት በማስተባበር የማህበራዊ ኑሮ ችግርና ጠንቅ እንዲሁም ለሕገ ወጥ የሰዎች ዝውውርና ፍልሰት ተጋላጭ የሆኑ ዜጎችን የመከላከልና የተሃድሶ ሥራዎች እንዲሰሩ ያደርጋል,2
ለኣቅም ግንባታና ሥልጠና ወይም,2
ከባድ የዲስፕሊን ቅጣት ከስራ ደረጃ መውረድ ፣ ከደመወዝ መቀነስና ከስራ መሰናበት ሆኖ ቅጣቱ የሚፈፀመው ከተወሰነበት ቀን ጀመሮ እስከ ሁለት ኣመት ይሆናል ።,2
"ራዕይ, ተልዕኮ እና እሴቶች",2
"ራዕይ, ተልዕኮ እና እሴቶች",3
ይህ አዋጅ የቆሻሻ አያያዝ እና አወጋገድ አዋጅ ቁጥር 191 / 2003 ተብሎ ሊጠቀስ ይችላል ።,2
የመንግሥት ገንዘብ ክፍያ የሚፈፀመው የመንግስት መስሪያ ቤቶች በሚያቀርቡት የጥሬ ገንዘብ እቅድ መነሻ ቢሮው በሚወስነው ጣሪያ መሰረት ይሆናል ።,2
ቢሮ ማለት የከተማ ልማት ፣ ንግድና ኢንዱስትሪ ቢሮ ነው ፣,2
የስራ መሪ ፣,2
ኣመልካቹ የሚሻውን መፍትሄ ፣,2
ቆሻሻ ሊጣልባቸው የማይገቡ ቦታዎች ቆሻሻ እንዳይጣልባቸው መከታተልና መቆጣጠር ፣,2
ያለፍቃድ ከወረዳው ውጪ ከስድስት ወር በላይ ብረት ወይም ትጥቅ ይዞ መጥፋት ፣,2
ታማሚ 2 - የ50 ዓመት እንግሊዛዊ፤ የመኖሪያ ቦታ እንግሊዝ ፤ ከእንግሊዝ የተመለሰና በአስገዳጅ ለይቶ ማቆያ ውስጥ ያለ።,2
የጥሬ ገንዘብ ዕቅድ የየወሩን የወጪ መጠን እንዲሁም ገንዘቡ የሚፈለግበትን ጊዜ የሚያሳይ መሆን ኣለበት ፣,2
ተሻሽሎ በወጣው የትግራይ ብሄራዊ ክልል ህገ-መንግስት አንቀፅ 49 መሰረት የትግራይ ብሄራዊ ክልላዊ መንግስት የሚከተለው አዋጅ አውጥቷል ።,2
ኣዋጅ ማለት በፌደራል መንግስት የከተማ ቦታ በሊዝ ለመያዝ ተሻሽሎ የወጣው ኣዋጅ ቁጥር 272 / 1994 ዓ.ም ነው ፣,2
በዚህ አንቀጽ ንዑስ አንቀጽ ( 1 ) የተመለከተው አጠቃላይ አገላለጽ እንደተጠበቀ ሆኖ ዋና ዳይሬክተሩ,2
ጎንደር ዩኒቨርሲቲ,2
ቢሮው ማስፈፀምያ መመሪያ ያወጣል,2
ጉዳት ማለት የመስራት ችሎታ የሚቀንስ ወይም የሚያሳጣ ስራ ላይ እያለህ የሚደርስ በህክምና ቦርድ የተረጋገጠ ጉዳት ነው ።,2
በአይነት የተገኘ እርዳታ ፣,2
ቆሻሻ በአግባቡ በማይወገድበት ወቅት እርምጃ ይወሰዳል ፣ በሕግ ይጠይቃል ፣,2
ነባር ይዞታ ከክራይ ወደ ሊዝ ስርዓት ሊዛወር የሚችለው,2
የኤጀንሲው የበጀት ምንጮች የሚከተሉትን ሊሆን ይችላል,2
መመሪያ የማዉጣት ስልጣን,2
ስለ የቦታ ኣገልግሎት ለውጥ,2
ግለሰቦች የእጅ መሳሪያዎችን በአግባቡ እንዲጠቀሙ መርዳት.,2
የፈሳሽ ቆሻሻ አያያዝና አወጋገድ,2
በዚህ አዋጅ በወንድ ፆታ የተደነገገውን ሁሉ ለሴት ፆታም ያካትታል,2
ይህ አዋጅ የትግራይ ብሄራዊ ክልላዊ መንግስት የከተሞች ምግብ ዋስትና ማረጋገጥና የሥራ ዕድል ፈጠራ ልማት ኤጀንሲ ለማቋቋም የወጣ አዋጅ ቁጥር------ / 2008 ዓ.ም ተብሎ ይጠራል,2
ትጥቅ በቀበሌው ህዝብ ውሳኔ የወረዳ ምልሽያ ፅህፈት ቤት የቀበሌው ፀጥታና አስተዳደር የምልሽያ ኮማንደሮች በሃላፊነት ያስታጥቃሉ ፣,2
ማንኛውም የሚልሽያ አባል በወረዳው በሚገኝ መንግስታዊና መንግስታዊ ያልሆኑ የግል ድርጅቶች ተቀጥሮ ሊሰራ መብት አለው ፣,2
ሊዝ ባልተተገበረበት ከተማዎችና ወረዳዎች በልዩ ሁኔታ በተጠቃሚዎች ጥያቄ ቀርቦ ተግባራዊ እንዲሆን በቢሮው ሲፈቀድ ።,2
ኤጀንሲ ማለት የስነ-ከባቢ ጥበቃ ፣ የገጠር መሬት አጠቃቀም እና አስተዳደር ኤጀንሲ ማለት ነው ፣,2
