id,row,grade,topic,question,raw_answer,status,ratio,text
tigqa-045-30,45,,ውፅኢት እንስሳት ከም ምግቢ,ተባዕታይ ደርሆ እንታይ ይበሃል?,,no_answer_chunk,0.0,
tigqa-046-08,46,,በለስ,ተመራመርቲ እንታይ ኣፍሊጦም?,ካብ ፍረ በለስ ዝተሰርሑ ምግብታት ከም ዘለዉ,unmatched,0.545,
tigqa-046-12,46,,በለስ,ማርማላታ ንምስራሕ እንታይ የድልዩ?,ፍረ በለስ ሽኮርን ፅሟቕ ለሚንን,unmatched,0.312,
tigqa-046-17,46,,በለስ,ውልዶ ገልዒ በለስ እንታይ ዘይኮነ እዩ?,ኣዕርዩ ዘይወንወነ,fuzzy,0.8,ርዩ ዘይወንወነ
tigqa-046-19,46,,በለስ,ቅጫ ንምስራሕ እንታይ የድሊ?,ዝተጠሓነ ውልዶ ገልዒ በለስ ሕሩጭ ስርናይ ወይ ጣፍ,unmatched,0.44,
tigqa-046-21,46,,በለስ,ካሊእ ካብ ውልዶ ገልዒ በለስ ዝስራሕ ምግቢ እንታይ እዩ?,ፅሟቕ,unmatched,0.333,
tigqa-046-22,46,,በለስ,ፅሟቕ ንምስራሕ እንታይ የድሊ?,ክሳብ ዝደክም ዝተጠሓነ ውልዶ በለስ,unmatched,0.444,
tigqa-046-23,46,,በለስ,መቐረቱ ንምውሳኽ እንታይ የድሊ?,ፅሟቕ ለሚንን ሽኮርን,fuzzy,0.727,ለሚንን ሽኮርን
tigqa-046-25,46,,በለስ,በለስ እንታይ ዓይነት ንጥረ ምግብታት ዝሓዘ እዩ?,ካርቦሃይድሬት ፕሮቲንን ቫይታሚንን,unmatched,0.421,
tigqa-047-04,47,,ሓደን ብዙሕን,ሕሩጭ ሽሮ ካብ ምንታይ ይሰናዳእ?,ጥረምረ በርበረን ቅመማትን,unmatched,0.357,
tigqa-047-05,47,,ሓደን ብዙሕን,በርበረን ቀመማትን ንሽሮ እንታይ ይገብርዎ?,ጣዕሚ ክህልዎ,unmatched,0.429,
tigqa-047-06,47,,ሓደን ብዙሕን,ሽሮ ንምስራሕ እንታይ የድሊ?,ዓተር ባሕሪ ቀይሕ ባሕሪ ዓይኒ ዓተር,unmatched,0.333,
tigqa-047-08,47,,ሓደን ብዙሕን,ናብ ጥረምረ እንታይ ይሕወስ?,ዝተፈላለዩ ቅመማት,unmatched,0.6,
tigqa-047-09,47,,ሓደን ብዙሕን,ቀንዲ መማቕርቲ ፀብሒ ሽሮ እንታይ እዮም?,ቅመማት,fuzzy,0.75,መማት
tigqa-047-10,47,,ሓደን ብዙሕን,ናብ ፀብሒ ሽሮ እንታይ ይኣትዎ?,ብዘሰናድኦ ኣካል,unmatched,0.444,
tigqa-047-11,47,,ሓደን ብዙሕን,ኣብ ሽሮ ዝኣትዉ ቅመማት ብምንታይ ይፈላለዩ?,ቀይሕሽንጉርቲ፣ፃዕዳሽጉርቲ፣ሰሰግ፣ጅንጅብል፣ኮረሪማንካሙንን,fuzzy,0.861,ጉርቲ፣ ፃዕዳሽጉርቲ፣ ሰሰግ፣ ጅንጅብል፣ ኮረሪማን ካሙንን
tigqa-047-18,47,,ሓደን ብዙሕን,ቀይሕ ሽሮ ዝበሃል ከመይ ዝበለ እዩ?,ብሕብሩ,fuzzy,0.75,ሕብሩ
tigqa-047-21,47,,ሓደን ብዙሕን,ሽሮ ሓደ ሓደ ግዘ እንታይ ተገይሩ ይብላዕ?,ክፈልሕ,fuzzy,0.75,ፈልሕ
tigqa-047-22,47,,ሓደን ብዙሕን,ሽሮ ብኣግባቡ እንታይ ክኸውን ኣለዎ?,ዘይቲ ወይ ጠስመሚ ኮሚደረ ፃዕዳ ሽንጉርትን ጨውን,unmatched,0.28,
tigqa-047-25,47,,ሓደን ብዙሕን,ፀብሒ ሽሮ ብቐጢኑ ወይ ብሓፊሱ ኣዕርዩ ቃዕ ክሳብ ዝብል እንታይ ይግበር?,ዝተመጣጠነ ትሕዝቶ ኣብ ዘለዎም,fuzzy,0.75,ዝተመጣጠነ ትሕዝቶ ኣብ
tigqa-047-29,47,,ሓደን ብዙሕን,ብቐልጡፍ ካብ ዝዳለዉ ፀብሕታት ሓደ እንታይ እዩ?,ሓደብ ብዙሕን,unmatched,0.571,
tigqa-047-30,47,,ሓደን ብዙሕን,ሽሮ እንታይ ተባሂሉ እንተተፀወዐ ኣይበዝሖን?,,no_answer_chunk,0.0,
tigqa-048-03,48,,እንስሳ ዘገዳም,ዝምገብዎን ዝሰትይዎን ካበይ ይረኽቡ?,ካብ ዝነብሩሉ ከባቢ,unmatched,0.5,
tigqa-049-03,49,,ሓርማዝን ጉማረን,ሓርማዝ እንታይ ይምገብ?,ቆፅሊ ሳዕርን ፍረምረን,fuzzy,0.75,ሳዕርን ፍረምረን
tigqa-049-05,49,,ሓርማዝን ጉማረን,ሓርማዝን ጉማረን ኣበይ ይነብሩ?,ናይ ኣብ ዝርከቦ,fuzzy,0.875,ይ ኣብ ዝርከቦ
tigqa-049-06,49,,ሓርማዝን ጉማረን,ሓርማዝ እንታይ ዝመስል እግሪ ኣለዎ?,ረጎድቲ ኣንዋም ዝመስሉ,unmatched,0.5,
tigqa-049-08,49,,ሓርማዝን ጉማረን,ሓርማዝ ፅምዲ ዓበይቲ እንታይ ኣለዎ?,አስናን,fuzzy,0.75,ስናን
tigqa-049-09,49,,ሓርማዝን ጉማረን,ሓርማዝ ብምንታይ የጫኑ?,ብንጎቱ,unmatched,0.5,
tigqa-049-10,49,,ሓርማዝን ጉማረን,ጉማረ ሰብነቱ ብምንታይ ቀባእባእ ይብል?,,no_answer_chunk,0.0,
tigqa-050-05,50,,ኣንበሳን ዓርዓር ነብርን,ዓርዓር ነብሪ ንመን ይሃድን?,ኣናእሽተይ እንስሳት,unmatched,0.636,
tigqa-050-07,50,,ኣንበሳን ዓርዓር ነብርን,ሕብሪ ኣንበሳ እንታይ ዓይነት እዩ?,ሃሳስ ኣራንሸታይ,unmatched,0.667,
tigqa-050-08,50,,ኣንበሳን ዓርዓር ነብርን,ሕብሪ ዓርዓር ነብሪ እንታይ ዓይነት እዩ?,ሃሳስ ቡኒ ኮይኑ ፀዒም ዝዘረጎ,unmatched,0.6,
tigqa-050-11,50,,ኣንበሳን ዓርዓር ነብርን,ተመገብቲ ተኽልን ስጋን እንመን እዮም?,ሓርማዝ ጉማረ ኣንበሳን ዓርዓር ነብርን,unmatched,0.65,
tigqa-050-14,50,,ኣንበሳን ዓርዓር ነብርን,ብኣንፃሩ እንታይ ኣለዎም?,ዝፈላለይሎም ባህሪያትን ልምድታትን,unmatched,0.474,
tigqa-051-01,51,,ኢትዮጵያዊት ዕንቊ,ኣብ ኢትዮåያ ጥራሕ ትርከብ እንስሳ እንታይ እያ?,ቀያሕ ቡኻርያ,unmatched,0.571,
tigqa-051-02,51,,ኢትዮጵያዊት ዕንቊ,ቀያሕ ቡኻርያ ብምንታይ ትፍለ?,ምልክዕትን ቀይሕንብምዃና,unmatched,0.429,
tigqa-051-04,51,,ኢትዮጵያዊት ዕንቊ,እዛ እንስሳ ኣእጋራን ቁመታን ከመይ ዝበለ እዩ?,ኣእጋራ ንውሕ ዝበለ ቁመታ ድማ ውጥጥ ዝበለ,unmatched,0.524,
tigqa-051-05,51,,ኢትዮጵያዊት ዕንቊ,ክብደት ብፅሕቲ ቡኻርያ ክንደይ እዩ?,13-16 ኪ/ግ,fuzzy,0.75,13-16 ኪ
tigqa-052-04,52,,መነባብሮ,እኹል ምግቢ ኣብዝ ርከበሎም እዋናት ቁፅሮም እንታይ ይኾን?,ይበዝሕ,fuzzy,0.75,ይ በዝ
tigqa-053-03,53,,ኣመጋግባ,ዓበይቲ ኣናፁ ካብ ጉድጓድ እንትወፁ እንታይ ይገብርዎም?,ኣድብዮም ብምሓዝ ይበልዕዎም,unmatched,0.533,
tigqa-053-04,53,,ኣመጋግባ,ኣፎም ከመይ ዝበለ እዩ?,ሞጥሟጥ,unmatched,0.5,
tigqa-053-05,53,,ኣመጋግባ,ካብ ኣናፁ ብተወሳኺ እንታይ ይምገቡ?,ኣዕዋፍ' ሰስሓ 'ማንቲለ' ውላድ ዋልያ,unmatched,0.3,
tigqa-054-04,54,,ምርባሕ,ቡኻርያ ኣብ ሓደ እዋን ክንደይ ኮራኹር ትወልድ?,2-6 ኮራኩር,unmatched,0.714,
tigqa-055-02,55,,መንበሪ,ማእኸላይ ስፍሓት መንበሪኦም ክንደይ እዩ?,6 ትርብዒት ኪ/ሜ,fuzzy,0.778,6 ትርብዒት ኪ
tigqa-055-03,55,,መንበሪ,ስፍሓት መረበቶም ምስ ምንታይ ይተሓሓዝ?,ምስ በዝሒ ዝምገብዎም ኣናፁ,unmatched,0.571,
tigqa-055-08,55,,መንበሪ,ዕንቊ እንስሳ ዘገዳም መን እዮም?,ቀይሕ ቡኻርያ,unmatched,0.571,
tigqa-055-10,55,,መንበሪ,ረብሓ ቀያሕቲ ቡኻርያታት እንታይ እዩ?,ምስሊ ሃገር ይልውጡ,unmatched,0.6,
tigqa-056-02,56,,ዋልያ - ብርቂ ጥሪት,ዋልያ ኣብ ጎቦታት እንታይ ይርከብ?,ጎቦታት ሰሜን,unmatched,0.429,
tigqa-057-07,57,,መሸከል,ክብደት ተባዕታይ ክንደይ እዩ?,80-125 ኪ/ግ,fuzzy,0.778,80-125 ኪ
tigqa-057-08,57,,መሸከል,ቀርኒ ዋልያ ክንደይ ሴ.ሜ እዩ?,110 ሴ/ሜ,unmatched,0.667,
tigqa-057-09,57,,መሸከል,ቁመት ዋልያታት ክንደይ እዩ?,140-170 ሴ/ሜ,fuzzy,0.8,140-170 ሴ
tigqa-058-05,58,,ምርባሕ,ኣንስተይቲ ዋልያ ንክንደይ መዓልቲ ምልኦኣ ይፀንሕ?,ካብ 150-165,unmatched,0.556,
tigqa-059-01,59,,መንበሪ,ዋልያታት ኣብ ምንታይ ይነብሩ?,ኣብ ጎቦታት,unmatched,0.5,
tigqa-059-06,59,,መንበሪ,ዋልያታት ኣብ ምንታይ ጎቦታት ይነብሩ?,ሰሜን,unmatched,0.667,
tigqa-059-08,59,,መንበሪ,ተወሰኽቲ ፀገማት እንታይ እዮም?,ስዲ ጋህፂ ምግፋሕ ሕርሻ,unmatched,0.583,
tigqa-059-09,59,,መንበሪ,ንሓለዋ ዘፀግም እንታይ ብምዃኑ እዩ?,መረበቶም ውሱን ብምዃኑ,unmatched,0.667,
tigqa-060-01,60,,ቃርሳ,ሃይላይ ብዛዕባ ዘይፈልጦም ነገራት ምስ መን ይዘራረብ?,ምስ ኣቦሓጉኡ,unmatched,0.714,
tigqa-060-06,60,,ቃርሳ,ኣባሓጎ ሃይላይ እንታይ ብምባል መሊሱ?,ጎበዛት እባ,fuzzy,0.833,በዛት እባ
tigqa-060-13,60,,ቃርሳ,ቃርሳ ኣወዳት እንታይ ዘመስክሩሉ እዩ?,ጉብዝነኦም,unmatched,0.5,
tigqa-060-14,60,,ቃርሳ,ቃርሳ እንታይ እዩ?,ባህላዊ ፀዋታ,unmatched,0.714,
tigqa-060-17,60,,ቃርሳ,ቃርሳ ካብ ምንታይ ትስራሕ?,ካብ ዕንፀይቲ ወይ ጎማ,fuzzy,0.818,ካብ ዕንፀይቲ ወይ
tigqa-060-19,60,,ቃርሳ,ቁፅሪ ተፃወቲ ቃርሳ ክንደይ እዩ?,ይመጣጠን እምበር በዝሒ ኣይግለፅን,unmatched,0.5,
tigqa-060-23,60,,ቃርሳ,ኣብ ሕድሕድ ጋንታ እንታይ የድሊ?,ቅልጡፍ ጎያዪ,unmatched,0.571,
tigqa-060-24,60,,ቃርሳ,ብተወሳኺ እንታይ የድሊ?,ልዋ ወቓዒ እውን,unmatched,0.5,
tigqa-060-25,60,,ቃርሳ,ቃርሳ ንምሓዝ እንታይ የለን?,ባእሲ የለን,unmatched,0.5,
tigqa-060-29,60,,ቃርሳ,ቃርሳ መዓዝ ይፅወት?,ኣብ ሓጋይ ቅነ ልደት,unmatched,0.5,
tigqa-061-03,61,,ዲቦ,ዲቦ ብክንደይ ሰብ ይፅወት?,ብክልተ ሰብን ልዕሊኡን,fuzzy,0.833,ልተ ሰብን ልዕሊኡን
tigqa-061-04,61,,ዲቦ,ዲቦ እንታይ አዩ?,ባህላዊ ፀዋታ,unmatched,0.714,
tigqa-061-05,61,,ዲቦ,ዲቦ ናይ ባዕሉ እንታይ ኣለዎ?,ቅደም ስዓባዊ ከይዲ,unmatched,0.6,
tigqa-061-09,61,,ዲቦ,ፀወታ መን ይጅምር?,ዝረተዐ,unmatched,0.5,
tigqa-061-10,61,,ዲቦ,ሓደ ሓደ ጊዜ እንታይ ብምባል ይጅመር?,ኣባይ ይውዓሉ ብምባል,unmatched,0.636,
tigqa-061-11,61,,ዲቦ,ዕድል ምጅማር ዝበፀሓ ተፃዋቲት እንታይ ትገብር?,ሸውዓቲአን ፀፀራተ ብምብታን ፀዋታ ትጅምር,unmatched,0.545,
tigqa-061-14,61,,ዲቦ,በብሓደ እንትትኣሪ እንታይ ክትገብር የብላን?,ክትንክፍ,fuzzy,0.8,ትንክፍ
tigqa-061-16,61,,ዲቦ,ንሸውዓቲኦምኣእማንካብከብዲኢድናብዝባንኢድምግልባጥ እንታይ ይበሃል?,ምፅምፅም,fuzzy,0.8,ፅምፅም
tigqa-061-18,61,,ዲቦ,ክሳብ እንታይ እናፀምፀመት ትቕፅል?,ክሳብ ኣእማን ዝወድቕ,unmatched,0.636,
tigqa-061-19,61,,ዲቦ,ንመጋጥምታ እንታይ ትብላ?,ሸውዓተኻ ዓሰርተኣርባዕተኻ---,unmatched,0.556,
tigqa-061-21,61,,ዲቦ,ኣብ ምፅምፃም እምኒ እንተወዲቕዋ እንታይ ትገብር?,ዝወደቑ በቢሓደ ትኣርዮም,unmatched,0.538,
tigqa-061-23,61,,ዲቦ,ሸውዓተ ይተርፋ ሓሙሽተ ይተርፋ መዓዝ ይብል?,ተርኡ በፂሕዎ እንትፃወት,unmatched,0.231,
tigqa-061-26,61,,ዲቦ,ተፃወቲ እንታይ ክርስዑ የብሎምን?,ዓዲ ክንደይ ከምዝሰሓቱ,fuzzy,0.75,ዓዲ ክንደይ ከምዝ
tigqa-061-30,61,,ዲቦ,እቲ ፀፀር ክንደይ ሜ ክልዕል ኣለዎ?,ሱቕ ኢልካ ምፍልላይ,fuzzy,0.9,ቕ ኢልካ ምፍልላይ
tigqa-061-31,61,,ዲቦ,ኣብ መወዳእታ እንታይ የለን?,ኣውፀአለይ,unmatched,0.5,
tigqa-061-35,61,,ዲቦ,ኣብ መወዳእታ እንታይ ብምባል ነፃ ይገብሮ?,,no_answer_chunk,0.0,
tigqa-062-02,62,,ንፃወት እሞ ንተዓወት,ሰባት ተሓዋዊሶም እንታይ ይለወዋወጡ?,ልምድን ተሞክሮን,unmatched,0.556,
tigqa-062-04,62,,ንፃወት እሞ ንተዓወት,ፀዋታ እንታይ የገንዝብ?,ምትሕውውስ ከምዝጠቅም,unmatched,0.417,
tigqa-062-05,62,,ንፃወት እሞ ንተዓወት,ንፃወት እሞ ንተዓወት እንታይ እዩ?,ቆልዑ,unmatched,0.667,
tigqa-062-09,62,,ንፃወት እሞ ንተዓወት,በቲ ፀዋታ እንታይ ይስመዖም?,እወ,unmatched,0.5,
tigqa-062-13,62,,ንፃወት እሞ ንተዓወት,እታ እምኒ ከመይ ዝበለት እያ?,ይምክሑ,fuzzy,0.75,ምክሑ
tigqa-062-19,62,,ንፃወት እሞ ንተዓወት,ቆልዑ እንታይ ይገጥሙ?,ሰብ ይተኣከብ----,unmatched,0.636,
tigqa-062-24,62,,ንፃወት እሞ ንተዓወት,ኣብ ፀዋታ ቡቻ እንታይ ምፍላጥ የድሊ?,ተሓዚሎም ቸቸ ይብሉ,unmatched,0.7,
tigqa-062-29,62,,ንፃወት እሞ ንተዓወት,ካብ ዝፍሕስዎም ተንኮላት ሓደ እንታይ እዩ?,የንቀሳቕስዎም,unmatched,0.25,
tigqa-062-32,62,,ንፃወት እሞ ንተዓወት,ተሓዚሎም እንታይ ይብሉ?,ካልኦት ንዝገብርዎም ይርእዩ,unmatched,0.533,
tigqa-062-33,62,,ንፃወት እሞ ንተዓወት,ቆልዑ ቡቻ እንትፃወቱ እንታይ ይመሃሩ?,መነዐ,unmatched,0.333,
tigqa-062-39,62,,ንፃወት እሞ ንተዓወት,ካብ ተፈጥሮ እንታይ ይዛይድ?,ቆልዑ,unmatched,0.667,
tigqa-062-40,62,,ንፃወት እሞ ንተዓወት,ልዕሊ ኩሉ ብፃዕሮም ውፅኢት ዘመዝገቡ እንመን እዮም?,,no_answer_chunk,0.0,
tigqa-063-04,63,,ሕንቅል ሕንቅሊተይ,ኣብ ሕንቅልሕንቅሊተይ እንታይ ዓይነት ሕቶታት ይቐርቡ?,ኣተሓሳስባ ቆልዑ ዘዕብዩ,unmatched,0.462,
tigqa-063-05,63,,ሕንቅል ሕንቅሊተይ,ኣበዚ ፀዋታ እንታይን እንታይን ኣለዉ?,ሓታትን መላስን,fuzzy,0.75,ትን መላስን
tigqa-063-08,63,,ሕንቅል ሕንቅሊተይ,ምልክዕቲ ቀያሕ ወለላ ብምንታይ ትሕሎ?,ብፃዕዱ ሓሻኽር,unmatched,0.625,
tigqa-063-09,63,,ሕንቅል ሕንቅሊተይ,ሓታቲ እንታይ ኮነ?,ኣይፈለጣን,unmatched,0.5,
tigqa-063-11,63,,ሕንቅል ሕንቅሊተይ,ንእሽተይ ፈላሲት እንታይ ትገብር?,ሩባሩባ ትሕምስ,unmatched,0.5,
tigqa-063-16,63,,ሕንቅል ሕንቅሊተይ,መልሲ እንተፈሊጦም እንታይ ክብሉ ይኽእሉ?,ብቐጥታ ይምልሱ,unmatched,0.5,
tigqa-063-24,63,,ሕንቅል ሕንቅሊተይ,ኣበይ ትቕመጥ?,ኣብ ማይን መሬትን,unmatched,0.556,
tigqa-064-01,64,,ኣሰያይማ ከተማ ዓብዪ ዓዲ,ስያመኡ ብኣፈታሪኽ ዝንገረሉ ከተማ መን እዩ?,ዓብይዓዲ,unmatched,0.6,
tigqa-064-06,64,,ኣሰያይማ ከተማ ዓብዪ ዓዲ,እቶም ንጉስ ኣበይ በፂሖም?,ዓብይዓዲ,unmatched,0.6,
tigqa-064-07,64,,ኣሰያይማ ከተማ ዓብዪ ዓዲ,ዓበይቲ ዓዲ ተኣኪቦም እንታይ ገይሮም?,ተማኺሮም,unmatched,0.4,
tigqa-064-09,64,,ኣሰያይማ ከተማ ዓብዪ ዓዲ,እቶም ንጉስ ሕቶኦም እንታይ ገይርምዎ?,ተቐቢሎምዎ,unmatched,0.333,
tigqa-064-10,64,,ኣሰያይማ ከተማ ዓብዪ ዓዲ,ከይፈለዩ እንተፀኒሖም እንታይ ከምዝገብርዎም ነጊሮምዎ?,ከምዝቐፅዕዎም,unmatched,0.625,
tigqa-064-11,64,,ኣሰያይማ ከተማ ዓብዪ ዓዲ,እቶም ደቂ ዓዲ እንታይ ገይሮም?,ዘሪኦምዎ,unmatched,0.4,
tigqa-064-12,64,,ኣሰያይማ ከተማ ዓብዪ ዓዲ,ምስቦቐለ እንታይ ገይሮምዎ?,ዓፂዶምዎ,fuzzy,0.8,ዓፂዶም
tigqa-064-13,64,,ኣሰያይማ ከተማ ዓብዪ ዓዲ,እቶም ንጉስ እንታይ ኢሎም?,ብጣዕሚ ገሪምዎ,unmatched,0.5,
tigqa-064-15,64,,ኣሰያይማ ከተማ ዓብዪ ዓዲ,ካብቲ ዘመን ንጉስ ንደሓር እንታይ ተባሂሉ ይፅዋዕ?,ዓብይዓዲ,unmatched,0.6,
tigqa-064-16,64,,ኣሰያይማ ከተማ ዓብዪ ዓዲ,እቲ ሓደ ምስ ምንታይ ዝተተሓሓዘ ኣፈታሪኽ እዩ?,ምሰ ሓንቲ ጓል,unmatched,0.714,
tigqa-064-17,64,,ኣሰያይማ ከተማ ዓብዪ ዓዲ,ሓንቲ ጓል ካብ ርሑቕ ቦታ ናበይ መፂኣ?,ናብ ዓብይዓዲ,unmatched,0.429,
tigqa-064-19,64,,ኣሰያይማ ከተማ ዓብዪ ዓዲ,እታ ጓል እንታይ እያ?,ንእስቲ,unmatched,0.5,
tigqa-064-23,64,,ኣሰያይማ ከተማ ዓብዪ ዓዲ,ተሓባቢርና እንታይ ንግበራ ኢሎም?,ነመርዕዋ,unmatched,0.6,
tigqa-064-28,64,,ኣሰያይማ ከተማ ዓብዪ ዓዲ,ወለዳ ንምንታይ ተደሚሞም?,በቶም ዓበይቲ ዝተገበረላ ኩሉ ብዝርዝር ስለዝነገረቶም,unmatched,0.464,
tigqa-064-29,64,,ኣሰያይማ ከተማ ዓብዪ ዓዲ,ወለዳ ተደሚሞም እንታይ ኢሎም?,ብሓቂ ዓብይዓዲ ሪእና,unmatched,0.455,
tigqa-064-30,64,,ኣሰያይማ ከተማ ዓብዪ ዓዲ,ካብኡ ጀሚሩ እቲ ቦታ እንታይ ተባሂሉ?,ዓብይ ዓዲ,unmatched,0.6,
tigqa-065-06,65,,ምድምማፅ,ሕ/ሰብና ንብዙሓት ተርእዮታት ዝገልፀሉ እንታይ ኣለዎ?,ምሰላታት ነበረያ ነበረታትን ያታታትን,fuzzy,0.75,ነበረያ ነበረታትን ያታታትን
tigqa-065-12,65,,ምድምማፅ,ብዛዕባ እንታይ እናሓሰበ ነበረ?,ብዛዕባ ተግባር ደርሆ,fuzzy,0.727,ብዛዕባ ተግባር
tigqa-065-14,65,,ምድምማፅ,ንኣደይ ትሕሽ ብዛዕባ እንታይ ሓቲትወን?,ብዛዕባ እታ ደርሆ,unmatched,0.556,
tigqa-065-18,65,,ምድምማፅ,ሽላ ብምንታይ ይናበር?,ብመርፍእ,fuzzy,0.8,መርፍእ
tigqa-065-19,65,,ምድምማፅ,ሽላ ንምንታይ የጠንቅቓ?,መርፍእ ንከይተጥፍኣ,unmatched,0.545,
tigqa-065-20,65,,ምድምማፅ,እታ መርፍእ እንተጠፊኣ እንታይ ይወስድ?,ንደቃ,unmatched,0.667,
tigqa-065-22,65,,ምድምማፅ,ደርሆ እንታይ ኣይወደአትን?,ሰፍያ ኣይወደአትን,unmatched,0.3,
tigqa-065-25,65,,ምድምማፅ,ደርሆ ነቲ መርፍእ ንምርካብ እንታይ ገይራ?,ብመትኮባ ንመሬት ፅሒራቶ,unmatched,0.462,
tigqa-065-26,65,,ምድምማፅ,ሽላ ብተግባራት ደርሆ እንታይ ኮይኑ?,ተቖጢዑ,unmatched,0.5,
tigqa-065-27,65,,ምድምማፅ,ሽላ እንታይ ምግባር ጀመረ?,ንደቃ ምውሳድ,fuzzy,0.857,ደቃ ምውሳድ
tigqa-065-28,65,,ምድምማፅ,ደርሆ ሽላ ንደቃ ኣብ ምንታይ ተእትዎም?,ኣብ ሕቕፎኣ,unmatched,0.333,
tigqa-066-03,66,,ኣቦይ ነስሓ,ማእሲ ዝሓዙ መን እዮም?,ኣቦሓጉኡ,unmatched,0.6,
tigqa-066-05,66,,ኣቦይ ነስሓ,ዝገበርዎ ከዘንትውሉ ምስጀመሩ ንምንታይ ተጨኒቑ?,ተስፋ ዝቖረፁ መሲልዎ,fuzzy,0.818,ተስፋ ዝቖረፁ መሲ
tigqa-066-13,66,,ኣቦይ ነስሓ,ንብዙሓት ሰባት እንታይ ገይሮም?,ኣቐይሞም,unmatched,0.4,
tigqa-066-15,66,,ኣቦይ ነስሓ,እናፀናፀነ ዝረኸቦ ምሽጥር እንታይ ይገብር ነይሩ?,ፈቐድኡ የንበልብሎ ነይሩ,fuzzy,0.769,ድኡ የንበልብሎ ነይ
tigqa-066-16,66,,ኣቦይ ነስሓ,እንታይ ተኾይኖም እዩ ብሕፍረት ኣብ ዝኣትዉዎ ዝስእኑ?,ዝጥርጠሩ እንተኾይኖም,unmatched,0.667,
tigqa-066-17,66,,ኣቦይ ነስሓ,ኣብ መንገዲ እንተሪኦምኒ እንታይ ይኾኑ?,መንገዲ ይቕይሩ,unmatched,0.5,
tigqa-066-18,66,,ኣቦይ ነስሓ,ከይርኣዩኒናብዘለኽዎእንትመፅኡብዛዕብኦምዝኾነንዘይኮነንብምዝራብ እንታይ ይገብሮም?,የሸቑርሮም,unmatched,0.5,
tigqa-066-27,66,,ኣቦይ ነስሓ,እንታይ ተራእይዎ?,ዝገብሮም ዝነበረ በደላት,unmatched,0.615,
tigqa-066-31,66,,ኣቦይ ነስሓ,ሕድሩ እንታይ ኣስተውዒሉ?,ድምፂ ኣቦሓጉኡ ከም ዝደኸመ,unmatched,0.5,
tigqa-066-32,66,,ኣቦይ ነስሓ,እንታይ እንትብሎም እዩ ርእሶም ዝነቕነቑ?,ደኺምካ እዩ ንእሽተይ ኣዕርፍ,fuzzy,0.8,ካ እዩ ንእሽተይ ኣዕርፍ
tigqa-066-33,66,,ኣቦይ ነስሓ,እንታይ ኣይደለዩን?,ኩሉ ንይኖም ሒዞም ክሓልፉ ኣይደለዩን,unmatched,0.211,
tigqa-066-34,66,,ኣቦይ ነስሓ,ብጥፍኣቶም ብዙሓት ሰባት እንታይ ኮይኖም?,ተጎዲኦም,unmatched,0.4,
tigqa-067-02,67,,ንጠንቀቕ!,ሕማም ዘስዕቡልና ብምንታይ ምኽንያት እዩ?,ልዕል ዓቕሚ ምክልኻል ስለዝኾኑ,unmatched,0.5,
tigqa-067-05,67,,ንጠንቀቕ!,ብተፈጥሮኣዊ ዓቕምናን ብሕክምናን ካብ ዘይንከላኸሎም ሓደ እንታይ እዩ?,ኤችኣይቪ ኤድስ,unmatched,0.625,
tigqa-067-12,67,,ንጠንቀቕ!,ቆርበት ብምንታይ ይጭሕገር?,መርፍእ ላማ,unmatched,0.667,
tigqa-067-13,67,,ንጠንቀቕ!,ኣብደሙቫይረስምስዘለዎሰብሓቢርካምጥቃም ንምንታይ የቃልዐና?,ንሕማም ቫይረስ,unmatched,0.5,
tigqa-067-17,67,,ንጠንቀቕ!,ምትንኻፍደምእንተዘይብሎም እንታይ ኣየመሓላልፉን?,ኤችኣይቪ ኤድስ,unmatched,0.625,
tigqa-067-18,67,,ንጠንቀቕ!,ሓበራዊ ረብሓ እናሃቡ ቫይረስ ዘየመሓላልፉ እንታይ እዮም?,ክዳውንቲ ሽጓማኖ ሽቓቕ,unmatched,0.333,
tigqa-067-19,67,,ንጠንቀቕ!,ሽጓማኖ ክዳውንትን ሽቓቕን ቫይረስ ዘይመሓላልፉ ንምንታይ እዩ?,ምስ ደም ስለዘይተናኸፉ,unmatched,0.333,
tigqa-067-22,67,,ንጠንቀቕ!,በላሕቲ ነገራት እንትንጥቀም እንታይ ምዃኖም ክነረጋግፅ ይግባእ?,ብፅሬት ወይ ብጥንቃቐ ክንሕዞም,fuzzy,0.812,ት ወይ ብጥንቃቐ ክንሕዞም
tigqa-067-23,67,,ንጠንቀቕ!,ባዕልና ዝተጠቐምናሎም እንታይ ክንገብር ኣለና?,ብሸለልትነት ከይድርብይዎ ምምዓድ,unmatched,0.667,
tigqa-067-24,67,,ንጠንቀቕ!,ካልኦት ዝተጠቐምሎም እንታይ ምግባር የድሊ?,ብቫይረስ ይብከሉ,unmatched,0.556,
tigqa-067-27,67,,ንጠንቀቕ!,ቫይረስ ኣብ ምንታይ ይነብር?,ናብ ካልኦት ንከይመሓላለፍ,unmatched,0.643,
tigqa-067-28,67,,ንጠንቀቕ!,ጥንቃቐ ምግባር ንምንታይ ይጠቅም?,ምምኻርን ትምህርቲ ምሃብን,unmatched,0.429,
tigqa-067-29,67,,ንጠንቀቕ!,ንዘይፈልጡ ሰባት እንታይ ምሃብ የድሊ?,ካብቲ ሐዚ ዘለዎ ዝርገሐ ከይውስኽ,unmatched,0.588,
